xml_id	personne_qid	type	lieu_qid
ClaudeGalien	Q8778	naissance	Q18986
ClaudeGalien	Q8778	décès	Q220
AlGhazali	Q9546	naissance	Q681427
AlGhazali	Q9546	décès	Q681427
JeanDamascene	Q51884	naissance	Q3766
JeanDamascene	Q51884	décès	Q1059946
MatthausMerianI	Q57968	naissance	Q78
MatthausMerianI	Q57968	décès	Q522541
CarloMedici	Q59867	naissance	Q2044
CarloMedici	Q59867	décès	Q2044
Muses	Q66016	naissance	Q208846
JeanIdeTournes	Q174839	naissance	Q49831
JeanIdeTournes	Q174839	décès	Q90
ApolloniosdePerga	Q180109	naissance	Q719815
ApolloniosdePerga	Q180109	décès	Q87
Aratos	Q180671	naissance	Q656954
SainteAgathe	Q200895	naissance	Q1903
SainteAgathe	Q200895	décès	Q1903
SainteAgathe	Q200895	naissance	Q2232623
SainteAgathe	Q200895	décès	Q1903
SainteApolline	Q232427	naissance	Q87
SainteApolline	Q232427	décès	Q87
GuidobaldodelMonte	Q266017	naissance	Q13134
GuidobaldodelMonte	Q266017	décès	Q207139
CosimoII	Q312297	naissance	Q2044
CosimoII	Q312297	décès	Q2044
PieterAertsen	Q326548	naissance	Q727
PieterAertsen	Q326548	décès	Q727
CristofanoAllori	Q352482	naissance	Q2044
CristofanoAllori	Q352482	décès	Q2044
FrancoisdeTournon	Q459338	naissance	Q213155
FrancoisdeTournon	Q459338	décès	Q185075
JuanHurtadoDeMendoza	Q559262	naissance	Q11953
JuanHurtadoDeMendoza	Q559262	décès	Q220
FedericoCommandino	Q671745	naissance	Q2759
FedericoCommandino	Q671745	décès	Q2759
CorneilleDeLyon	Q720941	naissance	Q36600
CorneilleDeLyon	Q720941	décès	Q456
BaldassarreLanci	Q804746	naissance	Q2759
BaldassarreLanci	Q804746	décès	Q2044
LodovicoCigoli	Q928350	naissance	Q3676625
LodovicoCigoli	Q928350	décès	Q220
DomenicoCresti	Q966655	naissance	Q82873
DomenicoCresti	Q966655	décès	Q2044
NiccoloBoldrini	Q970010	naissance	Q6537
NiccoloBoldrini	Q970010	décès	Q641
TheodosedeTripoli	Q1266186	naissance	Q373189
GabrieleGiolitoDeFerrari	Q1490296	naissance	Q25213
GabrieleGiolitoDeFerrari	Q1490296	décès	Q641
GiovanniAntonioDaBrescia	Q1525753	naissance	Q6221
GiovanniAntonioDaBrescia	Q1525753	décès	Q220
GiovanniBilivert	Q1525968	naissance	Q2044
GiovanniBilivert	Q1525968	décès	Q2044
JacopoChimenti	Q2625832	naissance	Q2044
JacopoChimenti	Q2625832	décès	Q2044
BernardSalomon	Q2898582	naissance	Q456
BernardSalomon	Q2898582	décès	Q456
GregoireHuret	Q3118459	naissance	Q456
GregoireHuret	Q3118459	décès	Q90
LodovicoDomenichi	Q3257803	naissance	Q13329
LodovicoDomenichi	Q3257803	décès	Q13375
AlessandroAdimari	Q3609797	naissance	Q2044
AlessandroAdimari	Q3609797	décès	Q2044
FrancescoMosca	Q3750330	naissance	Q2044
FrancescoMosca	Q3750330	décès	Q13375
AndreaSalvadori	Q4755263	naissance	Q52085
AndreaSalvadori	Q4755263	décès	Q2044
CorneliusVanDerGeest	Q5171269	décès	Q12892
PieterCorneliszVanRijck	Q7192766	naissance	Q690
PieterCorneliszVanRijck	Q7192766	décès	Q38
ZenonChypre	Q8069165	naissance	Q229
GiacomoCastriotto	Q16185900	naissance	Q2759
GiacomoCastriotto	Q16185900	décès	Q6454
GiovanniBritto	Q16559850	naissance	Q183
PompeoPedemonte	Q16591295	décès	Q6247
GianMarcoCavalli	Q19569688	naissance	Q16204
Avicenne	Q8011	naissance	Q4072887
Avicenne	Q8011	décès	Q28587
IsrahelVanMeckenem	Q77554	décès	Q3917
Menandre	Q118992	naissance	Q13415481
Menandre	Q118992	décès	Q5494306
Plotin	Q134189	naissance	Q29962
Plotin	Q134189	décès	Q128105
Plotin	Q134189	naissance	Q1878691
Plotin	Q134189	décès	Q128105
Pindare	Q134929	naissance	Q3008765
Pindare	Q134929	décès	Q13533353
JohannesOckeghem	Q143059	naissance	Q668950
JohannesOckeghem	Q143059	décès	Q288
JosquinDesPrez	Q143100	naissance	Q26385
JosquinDesPrez	Q143100	décès	Q494533
JosquinDesPrez	Q143100	naissance	Q274740
JosquinDesPrez	Q143100	décès	Q494533
MartinSchongauer	Q155575	naissance	Q130994
MartinSchongauer	Q155575	décès	Q489911
Porfirius	Q203445	naissance	Q82070
Porfirius	Q203445	décès	Q220
Lattanzio	Q209102	naissance	Q111740735
Lattanzio	Q209102	décès	Q3138
Beatrice	Q232913	naissance	Q2044
Beatrice	Q232913	décès	Q2044
AlessandroPiccolomini	Q250089	naissance	Q2751
AlessandroPiccolomini	Q250089	décès	Q2751
Portia	Q255448	naissance	Q1747689
Portia	Q255448	décès	Q1747689
LauraDeNoves	Q270227	naissance	Q6397
LauraDeNoves	Q270227	décès	Q6397
Proclus	Q271809	naissance	Q16869
Proclus	Q271809	décès	Q1524
Jamblique	Q310916	naissance	Q979091
Berossus	Q312425	naissance	Q5684
LuciusMetellus	Q359810	naissance	Q1747689
LuciusMetellus	Q359810	décès	238e5bf3f5be48bd94151afda64f151f
OrazioGentileschi	Q367360	naissance	Q13375
OrazioGentileschi	Q367360	décès	Q84
AgostinoSteuco	Q395722	naissance	Q20458
AgostinoSteuco	Q395722	décès	Q641
PippoSpano	Q540415	naissance	Q2044
PippoSpano	Q540415	décès	Q756598
FilippoNapoletano	Q601644	naissance	Q2634
FilippoNapoletano	Q601644	décès	Q220
AbrahamGovaerts	Q651521	naissance	Q12892
AbrahamGovaerts	Q651521	décès	Q12892
Berengario	Q670782	naissance	Q100041
Berengario	Q670782	décès	Q13362
CelioSecondoCurione	Q677728	naissance	Q9284
CelioSecondoCurione	Q677728	décès	Q78
FrancescoSansovino	Q724746	naissance	Q220
FrancescoSansovino	Q724746	décès	Q641
BernardoSegni	Q823038	naissance	Q2044
BernardoSegni	Q823038	décès	Q2044
FrancescoCamilliani	Q1055650	naissance	Q2044
FrancescoCamilliani	Q1055650	décès	Q2044
TheophaneDeMythilene	Q1379677	naissance	Q189059
Leonico	Q1990693	naissance	Q641
Leonico	Q1990693	décès	Q617
BernardinoCapitelli	Q2898893	naissance	Q2751
BernardinoCapitelli	Q2898893	décès	Q2751
MatteoMattioli	Q2976521	naissance	Q3437
MatteoMattioli	Q2976521	décès	Q617
FrancescoDaButi	Q3081140	naissance	Q13375
FrancescoDaButi	Q3081140	décès	Q13375
PandolfoDellaStufa	Q3893158	naissance	Q2044
PandolfoDellaStufa	Q3893158	décès	Q2044
VincenzoBandello	Q7932205	naissance	Q17338
VincenzoBandello	Q7932205	décès	Q53826
LucaAlamanni	Q15967022	décès	Q2044
Stradino	Q16560058	naissance	Q2044
GiovanniAntonioFlaminio	Q17284944	naissance	Q50195
GiovanniAntonioFlaminio	Q17284944	décès	Q1891
NiccoloDeMedici	Q18289508	naissance	Q2044
NiccoloDeMedici	Q18289508	décès	Q2044
LorenzoRidolfi	Q41617810	naissance	Q2044
LorenzoRidolfi	Q41617810	décès	Q2044
JacquesLeBicheur	Q87186180	décès	Q90
Abraham	Q9181	décès	Q168225
IbnAlHaytham	Q11104	naissance	Q48195
IbnAlHaytham	Q11104	décès	Q85
Achille	Q41746	décès	Q22647
Aaron	Q51676	naissance	Q11768
Aaron	Q51676	décès	Q2900633
AdrienVI	Q57087	naissance	Q803
AdrienVI	Q57087	décès	Q220
Alaric	Q102371	naissance	Q3621695
Alaric	Q102371	décès	Q13619
HansVonAachen	Q152835	naissance	Q365
HansVonAachen	Q152835	décès	Q1085
AlbertII	Q157112	naissance	Q1741
AlbertII	Q157112	décès	Q630060
LeonBattistaAlberti	Q182046	naissance	Q1449
LeonBattistaAlberti	Q182046	décès	Q220
Alcibiade	Q187982	naissance	Q844930
Alcibiade	Q187982	décès	Q32579
Agar	Q214617	naissance	Q11768
Achab	Q235901	décès	Q2006096
AgrippaIer	Q298636	décès	Q319242
Aistolf	Q312504	naissance	Q53245
Aistolf	Q312504	décès	Q6259
Abel	Q313421	naissance	5af6e08631b3b077579fd00cb9ffab84
Abel	Q313421	décès	fb1b0aa4f67d1e8fd014f564a0540f14
AlbertoAlberti	Q323557	naissance	Q2044
AlbertoAlberti	Q323557	décès	Q2044
NicoloDellAbbate	Q333563	naissance	Q279
NicoloDellAbbate	Q333563	décès	Q182872
Albane	Q358147	naissance	Q1891
Albane	Q358147	décès	Q1891
Agoracritos	Q395404	naissance	Q201272
MariottoAlbertinelli	Q436823	naissance	Q2044
MariottoAlbertinelli	Q436823	décès	Q2044
AndreaAlciato	Q464471	naissance	Q490
AndreaAlciato	Q464471	décès	Q6259
AndreaAlciato	Q464471	naissance	Q244038
AndreaAlciato	Q464471	décès	Q6259
JudaAbravanel	Q467062	naissance	Q597
JudaAbravanel	Q467062	décès	Q2634
Alcamene	Q505640	naissance	Q192483
Agesandros	Q983432	naissance	Q43048
LeonardoAgostini	Q1054161	naissance	Q2402810
LeonardoAgostini	Q1054161	décès	Q220
AlbertiDurante	Q1165466	naissance	Q52098
AlbertiDurante	Q1165466	décès	Q220
LaurentiusAlbertus	Q1264440	naissance	Q32074
PietroAccolti	Q1337909	naissance	Q2044
PietroAccolti	Q1337909	décès	Q220
Aglaophon	Q1454839	naissance	Q2409204
CherubinoAlberti	Q2553402	naissance	Q52098
CherubinoAlberti	Q2553402	décès	Q220
GiovanniAlberti	Q3106983	naissance	Q52098
GiovanniAlberti	Q3106983	décès	Q220
RomanoAlberti	Q3338349	naissance	Q52098
PierreAffre	Q3383648	naissance	Q174019
PierreAffre	Q3383648	décès	Q7880
Agucchi	Q3766546	naissance	Q1891
Agucchi	Q3766546	décès	Q3662869
FrancescoVerino	Q138968486	naissance	Q2044
FrancescoVerino	Q138968486	décès	Q2044
Dante	Q1067	naissance	Q2044
Dante	Q1067	décès	Q13364
FraAngelico	Q5664	naissance	Q82880
FraAngelico	Q5664	décès	Q220
AlexandreLeGrand	Q8409	naissance	Q213679
AlexandreLeGrand	Q8409	décès	Q5684
Correge	Q8457	naissance	Q111176
Correge	Q8457	décès	Q111176
SaintAndre	Q43399	naissance	Q501773
SaintAndre	Q43399	décès	Q133123
HeinrichAldegrever	Q62514	naissance	Q2971
HeinrichAldegrever	Q62514	décès	Q6149
FerdinandAlvareDeTolede	Q80847	naissance	Q764491
FerdinandAlvareDeTolede	Q80847	décès	Q597
Anaxagore	Q83041	naissance	Q536598
Anaxagore	Q83041	décès	Q1229422
JostAmman	Q116240	naissance	Q72
JostAmman	Q116240	décès	Q2090
HeronAlexandrie	Q161853	naissance	Q87
HeronAlexandrie	Q161853	décès	Q87
SainteAnne	Q164294	naissance	Q5776
SainteAnne	Q164294	décès	Q430776
ReneAnjou	Q170353	naissance	Q38380
ReneAnjou	Q170353	décès	Q47465
ClementVIII	Q170395	naissance	Q13142
ClementVIII	Q170395	décès	Q220
Antinous	Q171876	naissance	Q200951
Antinous	Q171876	décès	Q3392
Antinous	Q171876	naissance	Q200951
Antinous	Q171876	décès	Q124281
AmmienMarcellin	Q172198	naissance	Q200441
AmmienMarcellin	Q172198	décès	Q220
Antisthene	Q179149	naissance	Q13426467
Antisthene	Q179149	décès	Q1524
MargueritedeNavarre	Q190058	naissance	Q134346
MargueritedeNavarre	Q190058	décès	Q191085
CharlesCalabre	Q201737	naissance	Q2634
CharlesCalabre	Q201737	décès	Q2634
CharlesIAnjou	Q203829	naissance	Q90
CharlesIAnjou	Q203829	décès	Q13464
Anacreon	Q213484	naissance	Q17586
Anacreon	Q213484	décès	Q17586
SofonisbaAnguissola	Q236038	naissance	Q6231
SofonisbaAnguissola	Q236038	décès	Q2656
AngePolitien	Q250414	naissance	Q91217
AngePolitien	Q250414	décès	Q2044
SainteMarguerite	Q297742	naissance	Q579468
SainteMarguerite	Q297742	décès	Q579468
BartolomeoAmmannati	Q312366	naissance	Q942605
BartolomeoAmmannati	Q312366	décès	Q2044
AlessandroAlgardi	Q336798	naissance	Q1891
AlessandroAlgardi	Q336798	décès	Q220
Amalasonte	Q371670	naissance	Q13364
Amalasonte	Q371670	décès	Q1674451
LuciaAnguissola	Q465443	naissance	Q6231
LuciaAnguissola	Q465443	décès	Q6231
MichelangeloAnselmi	Q577590	naissance	Q13373
MichelangeloAnselmi	Q577590	décès	Q2683
Antiochos	Q579596	naissance	Q183431
Antiphile	Q581959	naissance	Q79
ScipioneAmmirato	Q600041	naissance	Q13386
ScipioneAmmirato	Q600041	décès	Q2044
ChristophAmberger	Q653163	naissance	Q14805
ChristophAmberger	Q653163	décès	Q2749
PietroAldobrandini	Q691894	naissance	Q220
PietroAldobrandini	Q691894	décès	Q220
AlessandroLeopardi	Q724827	naissance	Q641
AlessandroLeopardi	Q724827	décès	Q641
JacquesAndrouetDuCerceau	Q781934	naissance	Q90
JacquesAndrouetDuCerceau	Q781934	décès	Q50189
EuropaAnguissola	Q1375207	naissance	Q6231
EuropaAnguissola	Q1375207	décès	Q38
Ingegno	Q2846290	naissance	Q20103
Androcydes	Q4759434	naissance	Q615449
LippoAndrea	Q18627228	naissance	Q2044
BindoAltoviti	Q22810427	naissance	Q220
BindoAltoviti	Q22810427	décès	Q220
BindoAltoviti	Q22810427	naissance	Q2044
BindoAltoviti	Q22810427	décès	Q220
Aristote	Q868	naissance	Q846127
Aristote	Q868	décès	Q21235810
GiuseppeArchimboldo	Q7751	naissance	Q490
GiuseppeArchimboldo	Q7751	décès	Q490
Archimede	Q8739	naissance	Q4420718
Archimede	Q8739	décès	Q4420718
ThomasAquin	Q9438	naissance	Q106766784
ThomasAquin	Q9438	décès	Q1775258
ArchelaosI	Q26846	naissance	Q83958
ArchelaosI	Q26846	décès	Q83958
Arrien	Q31845	naissance	Q209349
Arrien	Q31845	décès	Q1524
Apollon	Q37340	naissance	Q173148
Apollon	Q37340	naissance	Q285086
ArsinoeII	Q40234	naissance	Q5715
ArsinoeII	Q40234	décès	Q87
Aristophane	Q43353	naissance	Q844930
Aristophane	Q43353	décès	Q844930
LudovicoAriosto	Q48900	naissance	Q13360
LudovicoAriosto	Q48900	décès	Q13362
MarcAntoine	Q51673	naissance	Q220
MarcAntoine	Q51673	décès	Q87
PetrusApianus	Q58662	naissance	Q71133
PetrusApianus	Q58662	décès	Q3004
Arcadius	Q159369	naissance	Q186513
Arcadius	Q159369	décès	Q16869
Athenodore	Q182235	naissance	Q43048
Artaxerxes	Q189689	décès	Q180773
Appien	Q190368	naissance	Q87
Appien	Q190368	décès	Q220
Apelle	Q216822	naissance	Q1142488
Apelle	Q216822	décès	Q187027
ArtemiseI	Q232128	naissance	Q5843680
ArtemiseI	Q232128	décès	Q47611
JosephDArimathie	Q271474	naissance	Q2558868
JosephDArimathie	Q271474	décès	bd7b725adfb099abe74b8b1a85a3e589
SpinelloAretino	Q287934	naissance	Q13378
SpinelloAretino	Q287934	décès	Q13378
PietroAretino	Q296272	naissance	Q13378
PietroAretino	Q296272	décès	Q641
AlphonseV	Q312304	naissance	Q693913
AlphonseV	Q312304	décès	Q645041
TizianoAspetti	Q323978	naissance	Q617
TizianoAspetti	Q323978	décès	Q13375
AeliusAristide	Q354431	naissance	Q1567560
Apollodore	Q522080	naissance	Q122443
SaintFrancois	Q676555	naissance	Q20103
SaintFrancois	Q676555	décès	Q510041
NiccoloArdinghelli	Q708526	naissance	Q2044
NiccoloArdinghelli	Q708526	décès	Q220
Guariento	Q1391765	naissance	Q34317
Guariento	Q1391765	décès	Q617
GeorgesDArmagnac	Q1772423	naissance	Q191085
GeorgesDArmagnac	Q1772423	décès	Q6397
LouisDArpajon	Q1872093	décès	Q753077
MargaritoArezzo	Q2518566	naissance	Q13378
MargaritoArezzo	Q2518566	décès	Q9160295
PellegrinoAretusi	Q2698667	naissance	Q279
PellegrinoAretusi	Q2698667	décès	Q279
ArdicesDeCorinthe	Q3622541	naissance	Q1363688
GiovanniBattistiArmenini	Q5563697	naissance	Q52981
GiovanniBattistiArmenini	Q5563697	décès	Q52981
GaleazzoArconati	Q47009360	naissance	Q490
GaleazzoArconati	Q47009360	décès	Q490
MarchionneAretino	Q60841695	naissance	Q13378
Auguste	Q1405	naissance	Q220
Auguste	Q1405	décès	Q72288
HannibalBarca	Q36456	naissance	Q6343
HannibalBarca	Q36456	décès	Q206116
Attila	Q36724	décès	Q170062
SaintJeanBaptiste	Q40662	naissance	Q1022487
SaintJeanBaptiste	Q40662	décès	Q1549278
Aurelien	Q46780	naissance	Q833060
Aurelien	Q46780	décès	Q214655
PaulII	Q102605	naissance	Q641
PaulII	Q102605	décès	Q220
UrbainVIII	Q131579	naissance	Q2044
UrbainVIII	Q131579	décès	Q220
IsabelleClaireEugenieDAutriche	Q158256	naissance	Q15684
IsabelleClaireEugenieDAutriche	Q158256	décès	Q239
CharlesDAutriche	Q159817	naissance	Q8356
CharlesDAutriche	Q159817	décès	Q2807
SainteBarbe	Q192816	naissance	Q209349
SainteBarbe	Q192816	décès	Q209349
AuluGelle	Q294800	naissance	Q220
AuluGelle	Q294800	décès	Q220
JacopoBarozziDaVignola	Q297565	naissance	Q100111
JacopoBarozziDaVignola	Q297565	décès	Q220
TitusAtticus	Q311733	naissance	Q1747689
TitusAtticus	Q311733	décès	Q220
AttaleII	Q312431	décès	Q18986
CesareBaronio	Q317900	naissance	Q117382
CesareBaronio	Q317900	décès	Q220
BaccioBaldini	Q324091	naissance	Q2044
BaccioBaldini	Q324091	décès	Q2044
Guerchin	Q334262	naissance	Q95094
Guerchin	Q334262	décès	Q1891
BaccioBandinelli	Q358348	naissance	Q2044
BaccioBandinelli	Q358348	décès	Q2044
DanieleBarbaro	Q378870	naissance	Q641
DanieleBarbaro	Q378870	décès	Q641
AlessoBaldovinetti	Q472073	naissance	Q2044
AlessoBaldovinetti	Q472073	décès	Q2044
FrancescoBarberini	Q534683	naissance	Q2044
FrancescoBarberini	Q534683	décès	Q220
JacopoAvanzi	Q579717	naissance	Q1891
AntonioBarberini	Q599744	naissance	Q220
AntonioBarberini	Q599744	décès	Q243101
GlyconAthenes	Q707097	naissance	Q1524
NicolasBachelier	Q713209	naissance	Q131329
NicolasBachelier	Q713209	décès	Q7880
SistoBadalocchio	Q729057	naissance	Q2683
SistoBadalocchio	Q729057	décès	Q2683
AntonioBadile	Q941609	naissance	Q2028
AntonioBadile	Q941609	décès	Q641
GiovanniBaglione	Q983332	naissance	Q220
GiovanniBaglione	Q983332	décès	Q220
CosimoBartoli	Q1136048	naissance	Q2044
CosimoBartoli	Q1136048	décès	Q2044
SaintBasile	Q1136050	naissance	Q170532
SaintBasile	Q1136050	décès	Q170532
SaintBasile	Q1136050	naissance	Q170532
SaintBasile	Q1136050	décès	Q209349
IsottadegliAtti	Q1168634	naissance	Q13369
HermolaoBarbaro	Q1236821	naissance	Q641
HermolaoBarbaro	Q1236821	décès	Q220
DomenicoDelBarbiere	Q1411009	naissance	Q2044
DomenicoDelBarbiere	Q1411009	décès	Q5489
Azarias	Q2025510	naissance	Q155321
Azarias	Q2025510	décès	Q155321
DirckBarendsz	Q2183916	naissance	Q727
DirckBarendsz	Q2183916	décès	Q727
Philostrate	Q2274948	naissance	Q192483
Philostrate	Q2274948	décès	Q1524
Damon	Q2346819	naissance	Q1524
LouisBarbierDeLaRiviere	Q3261176	naissance	Q1336171
LouisBarbierDeLaRiviere	Q3261176	décès	Q90
GiovanniBandini	Q3766522	naissance	Q2044
GiovanniBandini	Q3766522	décès	Q2044
BernardinoBaldini	Q28973029	naissance	Q3800759
BernardinoBaldini	Q28973029	décès	Q490
FraBartolomeo	Q7780	naissance	Q13377
FraBartolomeo	Q7780	décès	Q2044
Sodoma	Q8506	naissance	Q5990
Sodoma	Q8506	décès	Q2751
GiovanniBellini	Q17169	naissance	Q641
GiovanniBellini	Q17169	décès	Q641
Bernin	Q160538	naissance	Q2634
Bernin	Q160538	décès	Q220
Basiliscus	Q193056	naissance	Q217265
Basiliscus	Q193056	décès	Q217265
SainteBrigitteDeSuede	Q204996	naissance	Q2012977
SainteBrigitteDeSuede	Q204996	décès	Q220
SainteCatherineDeSienne	Q229190	naissance	Q2751
SainteCatherineDeSienne	Q229190	décès	Q220
GerolamoBassano	Q286685	naissance	Q47094
GerolamoBassano	Q286685	décès	Q47094
GentileBellini	Q290407	naissance	Q641
GentileBellini	Q290407	décès	Q641
JacopoBellini	Q313310	naissance	Q641
JacopoBellini	Q313310	décès	Q641
JohannWilhelmBaur	Q324487	naissance	Q6602
JohannWilhelmBaur	Q324487	décès	Q1741
AbrahamBloemaert	Q329811	naissance	Q244327
AbrahamBloemaert	Q329811	décès	Q803
PietroBembo	Q334188	naissance	Q641
PietroBembo	Q334188	décès	Q220
JacopoBassano	Q346502	naissance	Q47094
JacopoBassano	Q346502	décès	Q47094
DomenicoVeneziano	Q368546	naissance	Q641
DomenicoVeneziano	Q368546	décès	Q2044
JacquesBlanchard	Q385845	naissance	Q90
JacquesBlanchard	Q385845	décès	Q90
FlavioBiondo	Q434834	naissance	Q13367
FlavioBiondo	Q434834	décès	Q220
GiovanniBattistaBenedetti	Q451647	naissance	Q641
GiovanniBattistaBenedetti	Q451647	décès	Q495
DomenicoBeccafumi	Q455712	naissance	Q91142
DomenicoBeccafumi	Q455712	décès	Q2751
CornelisIIBloemaert	Q518767	naissance	Q803
CornelisIIBloemaert	Q518767	décès	Q220
Franciabigio	Q537712	naissance	Q2044
Franciabigio	Q537712	décès	Q2044
FrancescoBassano	Q705079	naissance	Q47094
FrancescoBassano	Q705079	décès	Q641
GiovanniPietroBellori	Q714400	naissance	Q220
GiovanniPietroBellori	Q714400	décès	Q220
TaddeoDiBartolo	Q740231	naissance	Q2751
TaddeoDiBartolo	Q740231	décès	Q2751
BartolomeoBellano	Q809488	naissance	Q617
BartolomeoBellano	Q809488	décès	Q617
BartolomeoColleoni	Q809506	naissance	Q101588
BartolomeoColleoni	Q809506	décès	Q100193
LorenzoDiBicci	Q856749	naissance	Q2044
LorenzoDiBicci	Q856749	décès	Q2044
JacquesBellange	Q874658	naissance	Q810523
JacquesBellange	Q874658	décès	Q40898
MarcoBasaiti	Q918859	naissance	Q641
MarcoBasaiti	Q918859	décès	Q641
JehanBellegambe	Q932136	naissance	Q193826
JehanBellegambe	Q932136	décès	Q193826
LeandroBassano	Q1349666	naissance	Q47094
LeandroBassano	Q1349666	décès	Q641
JacopoBertoia	Q1643157	naissance	Q2683
JacopoBertoia	Q1643157	décès	Q2683
JacopoBertoia	Q1643157	naissance	Q2683
JacopoBertoia	Q1643157	décès	Q160262
LancelotBlondeel	Q2125116	naissance	Q499588
LancelotBlondeel	Q2125116	décès	Q12994
FrancescoBassanoIlVecchio	Q3080906	naissance	Q6537
FrancescoBassanoIlVecchio	Q3080906	naissance	Q47094
GiovanniBattistaBassano	Q3107030	naissance	Q47094
GiovanniBattistaBassano	Q3107030	décès	Q47094
JeanBaudouin	Q3170645	naissance	Q38380
JeromeBaullery	Q3190805	naissance	Q90
JeromeBaullery	Q3190805	décès	Q90
GinevraBenci	Q3494135	naissance	Q2044
GiovanBattistaBertani	Q3766052	naissance	Q6247
GiovanBattistaBertani	Q3766052	décès	Q6247
MartinoBassi	Q3850232	naissance	Q40813
MartinoBassi	Q3850232	décès	Q490
VittoreBelliniano	Q4015179	décès	Q641
CharlesBeaubrun	Q5075493	naissance	Q205116
CharlesBeaubrun	Q5075493	décès	Q90
MichelangeloBiondo	Q16657844	naissance	Q641
MichelangeloBiondo	Q16657844	décès	Q641
NicolosiaBellini	Q18507304	naissance	Q641
NicolosiaBellini	Q18507304	décès	Q6247
SilvioBelli	Q18945788	naissance	Q6537
SilvioBelli	Q18945788	décès	Q13362
HenriBeaubrun	Q21452901	naissance	Q205116
HenriBeaubrun	Q21452901	décès	Q90
LouisBeaubrun	Q57243958	naissance	Q205116
LouisBeaubrun	Q57243958	décès	Q90
SandroBotticelli	Q5669	naissance	Q2044
SandroBotticelli	Q5669	décès	Q2044
GregoireXIII	Q83029	naissance	Q1891
GregoireXIII	Q83029	décès	Q220
Boece	Q102851	naissance	Q220
Boece	Q102851	décès	Q6259
AlexandreVI	Q108316	naissance	Q738013
AlexandreVI	Q108316	décès	Q220
HieronimusBosch	Q130531	naissance	Q2766547
HieronimusBosch	Q130531	décès	Q2766547
PaulV	Q132711	naissance	Q220
PaulV	Q132711	décès	Q220
FrancescoDelMonte	Q140106	naissance	Q641
FrancescoDelMonte	Q140106	décès	Q220
BenoitXI	Q169301	naissance	Q5475
BenoitXI	Q169301	décès	Q3437
CarloBorromeo	Q216946	naissance	Q22052
CarloBorromeo	Q216946	décès	Q490
Giambologna	Q220136	naissance	Q193826
Giambologna	Q220136	décès	Q2044
BorisI	Q311057	naissance	Q318889
BorisI	Q311057	décès	Q243616
GiovanniAlfonsoBorelli	Q311814	naissance	Q2634
GiovanniAlfonsoBorelli	Q311814	décès	Q220
AbrahamBosse	Q326215	naissance	Q288
AbrahamBosse	Q326215	décès	Q90
ParisBordone	Q366081	naissance	Q5475
ParisBordone	Q366081	décès	Q641
FerdinandBol	Q374039	naissance	Q26421
FerdinandBol	Q374039	décès	Q727
GiovanniAntonioBoltraffio	Q442528	naissance	Q490
GiovanniAntonioBoltraffio	Q442528	décès	Q490
FedericoBorromeo	Q469171	naissance	Q490
FedericoBorromeo	Q469171	décès	Q490
CharlesIIIBourbon	Q506466	naissance	Q845814
CharlesIIIBourbon	Q506466	décès	Q220
AndriesBoth	Q510472	naissance	Q803
AndriesBoth	Q510472	décès	Q641
FrancoisBlondel	Q600701	naissance	Q326373
FrancoisBlondel	Q600701	décès	Q90
AntonioBosio	Q600982	naissance	Q752346
AntonioBosio	Q600982	décès	Q220
PierioValeriano	Q710070	naissance	Q6558
PierioValeriano	Q710070	décès	Q617
PierioValeriano	Q710070	naissance	Q6558
PierioValeriano	Q710070	décès	Q6558
BoccaccioBoccaccino	Q721349	naissance	Q13362
BoccaccioBoccaccino	Q721349	décès	Q6231
Boupalos	Q852011	naissance	Q160483
AlessandroBonvicino	Q954504	naissance	Q6221
AlessandroBonvicino	Q954504	décès	Q6221
AlessandroBonvicino	Q954504	naissance	Q6221
AlessandroBonvicino	Q954504	décès	Q111639
JanBoth	Q981631	naissance	Q803
JanBoth	Q981631	décès	Q803
HansBol	Q999233	naissance	Q162022
HansBol	Q999233	décès	Q727
CamilloBoccaccino	Q1029340	naissance	Q6231
CamilloBoccaccino	Q1029340	décès	Q6231
AndreaBoscoli	Q1056313	naissance	Q2044
AndreaBoscoli	Q1056313	décès	Q220
Valentin	Q1337275	naissance	Q251731
Valentin	Q1337275	décès	Q220
HennequinDeBruges	Q1370613	naissance	Q12994
GiulioBonasone	Q1527962	naissance	Q1891
GiulioBonasone	Q1527962	décès	Q1891
AnselmusBoetiusDeBoodt	Q1818116	naissance	Q12994
AnselmusBoetiusDeBoodt	Q1818116	décès	Q12994
SchelteBolswert	Q2288622	naissance	Q329582
SchelteBolswert	Q2288622	décès	Q12892
FrancescoBonsignori	Q2524101	naissance	Q2028
FrancescoBonsignori	Q2524101	décès	Q46625
VitaleDaBologna	Q2575398	naissance	Q1891
VitaleDaBologna	Q2575398	décès	Q1891
AntipaterDeBostra	Q2696411	naissance	Q272680
FrancescoBoschi	Q3080919	naissance	Q2044
FrancescoBoschi	Q3080919	décès	Q2044
LouisBoucherat	Q3261319	naissance	Q90
LouisBoucherat	Q3261319	décès	Q90
NicolasBollery	Q3340069	naissance	Q90
NicolasBollery	Q3340069	décès	Q90
AchilleBocchi	Q3604350	naissance	Q1891
AchilleBocchi	Q3604350	décès	Q1891
FrancescoBocchi	Q5479222	naissance	Q2044
FrancescoBocchi	Q5479222	décès	Q2044
PierreBoucle	Q10349690	naissance	Q12892
PierreBoucle	Q10349690	décès	Q90
