xml_id,wikidata_id,ulan_id,artist_label,birth_place,country
AntonioLabacco,Q2290168,500014107,Antonio Labacco,Vercelli,Italy
PieterVanLaer,Q576907,500007565,Pieter van Laer,Haarlem,Netherlands
RaymondLafage,Q3420968,500027384,Q3420968,Lisle-sur-Tarn,France
AntoineLafrery,Q602742,500011513,Antonio Lafreri,Orgelet,France
GeorgesLallemand,Q1508985,500031794,Georges Lallemand,Nancy,France
DominiqueLampsonius,Q1909526,500062080,Dominicus Lampsonius,Bruges,Belgium
PaoloCamilloLandriani,Q3362607,500012290,Paolo Camillo Landriani,Ponte in Valtellina,Italy
GiovanniLanfranco,Q447730,500022495,Giovanni Lanfranco,Parma,Italy
NicolasLanglois,Q29436209,500011823,Nicolas Langlois (I),Paris,France
BernardinoLanino,Q2898897,500024323,Bernardino Lanino,Mortara,Italy
PieterLastman,Q352864,500032894,Pieter Lastman,Amsterdam,Netherlands
TommasoLaureti,Q357886,500030736,Tommaso Laureti,Palermo,Italy
HansSebaldLautensack,Q1392217,500021904,Hans Sebald Lautensack,Bamberg,Germany
HoraceLeBlanc,Q3140456,500001903,Horace le Blanc,Lyon,France
CharlesLeBrun,Q271676,500016215,Charles Le Brun,Paris,France
PierreLeMuet,Q951717,500032000,Pierre Le Muet,Dijon,France
AntoineLePautre,Q345884,500022516,Antoine Lepautre,Paris,France
EustacheLeSueur,Q1378723,500002273,Eustache Le Sueur,Paris,France
FrancoisLeVau,Q3085130,500033657,François Le Vau,Paris,France
RemeeVanLeemput,Q18526282,500077724,Remigius van Leemput,Antwerp,Belgium
JeanLemaire,Q212445,500014001,Jean Lemaire,Dammartin-en-Goële,France
JacquesLemercier,Q708858,500024557,Jacques Lemercier,Pontoise,France
LeoneLeoni,Q722092,500008130,Leone Leoni,Arezzo,Italy
PompeoLeoni,Q1858775,500037449,Pompeo Leoni,Milan,Italy
HenriLerambert,Q15709386,500027797,Henri Lerambert,Paris,France
PierreLescot,Q381724,500000923,Pierre Lescot,Paris,France
LucasVanLeyden,Q320980,500020789,Lucas van Leyden,Leiden,Netherlands
BernardinoLicinio,Q2629038,500018969,Bernardino Licinio,Venice,Italy
GiulioLicinio,Q2013006,500031502,Giulio Licinio,Venice,Italy
PirroLigorio,Q736090,500018431,Pirro Ligorio,Naples,Italy
JacopoLigozzi,Q1337128,500011933,Jacopo Ligozzi,Verona,Italy
FilippinoLippi,Q296265,500018029,Filippino Lippi,Prato,Italy
FraFilippoLippi,Q205148,500019158,Filippo Lippi,Florence,Italy
NicolasLoir,Q3340535,500016423,Nicolas-Pierre Loir,Paris,France
GiovanniPaoloLomazzo,Q982538,500008109,Gian Paolo Lomazzo,Milan,Italy
LambertLombard,Q983189,500020079,Lambert Lombard,Liège,Belgium
AlfonsoLombardi,Q1103494,500027968,Alfonso Lombardi,Ferrara,Italy
GirolamoLombardo,Q3768939,500050768,Girolamo Lombardo,Ferrara,Italy
OnorioLonghi,Q2024585,500013856,Onorio Longhi,Viggiù,Italy
AngeloDiLorentino,Q3617296,500006167,Angelo di Lorentino,Arezzo,Italy
AmbrogioLorenzetti,Q211562,500012547,Ambrogio Lorenzetti,Siena,Italy
PietroLorenzetti,Q309635,500030946,Pietro Lorenzetti,Siena,Italy
BattistaLorenzi,Q1525885,500001164,Giovanni Battista Lorenzi,Settignano,Italy
Lorenzetto,Q1363951,500016487,Lorenzetto,Florence,Italy
AurelioLuini,Q1071000,500013175,Aurelio Luini,Milan,Italy
BernardinoLuini,Q8537,500008110,Bernardino Luini,Dumenza,Italy
LorenzoLuzzo,Q2307438,500020790,Morto da Feltre,Feltre,Italy
AndreLebre,Q28016969,500078898,André Lèbre,Toulouse,France
CarloMaderno,Q122328,500007668,Carlo Maderno,Capolago,Switzerland
AlessandroMaganza,Q2623038,500015224,Alessandro Maganza,Vicenza,Italy
GiovanniMaggi,Q21369214,500006728,Giovanni Maggi,Rome,Italy
Maggiore,Q18508239,500075288,Giovanni Ambrogio Maggiore,Milan,Italy
BenedettoDaMaiano,Q675619,500006675,Benedetto da Maiano,Florence,Italy
BastianoMainardi,Q785254,500006581,Bastiano Mainardi,San Gimignano,Italy
IsaacMajor,Q21708176,500006314,Isaak Major,Frankfurt,Germany
ulan_500027513,Q1160847,500042074,Carlo Cesare Malvasia,Bologna,Italy
CarelVanMander,Q206173,500010579,Karel van Mander the Elder,Meulebeke,Belgium
BartolomeoManfredi,Q721166,500019094,Bartolomeo Manfredi,Ostiano,Italy
FrancoisMansart,Q313701,500031848,François Mansart,Paris,France
GiovanniMansueti,Q347842,500020377,Giovanni di Niccolò Mansueti,Venice,Italy
AndreaMantegna,Q5681,500004218,Andrea Mantegna,Isola Mantegna,Italy
RinaldoMantovano,Q3432160,500008394,Rinaldo Mantovano,Mantua,Italy
DianaScultoriGhisi,Q3026163,500018707,Diana Scultori,Mantua,Italy
GiovanniBattistaScultori,Q3107069,500008510,Giovanni Battista Scultori,Mantua,Italy
CarloMaratti,Q538998,500118927,Carlo Maratta,Camerano,Italy
GuillaumeMarcillat,Q1364424,500120245,Guillaume de Marcillat,La Châtre,France
JeanMartin,Q2482957,500322166,Jean Martin,Paris,France
Masaccio,Q5811,500026649,Masaccio,San Giovanni Valdarno,Italy
MasolinoDaPanicale,Q318117,500004819,Masolino da Panicale,Panicale,Italy
GirolamoMassei,Q20735489,500102489,Girolamo Massei,Lucca,Italy
JacobMatham,Q577044,500029969,Jacob Matham,Haarlem,Netherlands
MicheleDiMatteo,Q6836872,500020908,Michele di Matteo Lambertini,Bologna,Italy
MatthijsBril,Q1908666,500007303,Matthijs Bril the Younger,Antwerp,Belgium
GiovanniAmbrogioMazenta,Q3766382,500074326,Giovanni Ambrogio Mazenta,Milan,Italy
Parmigianino,Q9348,500012615,Parmigianino,Parma,Italy
GirolamoMazzolaBedoli,Q1527051,500029049,Girolamo Mazzola Bedoli,Parma,Italy
LudovicoMazzolino,Q1351631,500024405,Ludovico Mazzolino,Ferrara,Italy
GiuseppeMeda,Q3108095,500008368,Giuseppe Meda,Milan,Italy
ClaudeMellan,Q1274026,500026391,Claude Mellan,Abbeville,France
FrancescoMelzi,Q469379,500020383,Francesco Melzi,Milan,Italy
LippoMemmi,Q504963,500031555,Lippo Memmi,Siena,Italy
SimoneMemmi,Q221043,500399029,Simone Martini,Siena,Italy
FrancescoMerano,Q3081022,500019576,Francesco Merano,Genoa,Italy
AntonelloDeMessine,Q5594,500007324,Antonello da Messina,Messina,Italy
QuintenMetsys,Q314275,500025017,Quinten Metsys,Leuven,Belgium
Michelozzo,Q309736,500032603,Michelozzo,Florence,Italy
MichielJanszVanMiereveld,Q864092,500025466,Michiel Jansz. van Mierevelt,Delft,Netherlands
FransVanMieris,Q959236,500005591,Frans van Mieris the Elder,Leiden,Netherlands
NicholasMignard,Q2555178,500028110,Nicolas Mignard,Troyes,France
PierreMignard,Q360010,500000267,Pierre Mignard I,Troyes,France
PierreIIMignard,Q3385503,500018031,Pierre II Mignard,Avignon,France
FrancescoMochi,Q1441151,500009099,Francesco Mochi,Montevarchi,Italy
PierFrancescoMola,Q1192715,500025440,Pier Francesco Mola,Coldrerio,Switzerland
JoosIIDeMomper,Q560548,500029526,Joos de Momper the Younger,Antwerp,Belgium
PierreMonier,Q3386358,500024506,Pierre Monier,Blois,France
JacopoDaMontagnana,Q3157655,500023493,Jacopo da Montagnana,Montagnana,Italy
BaccioDaMontelupo,Q2245460,500008248,Baccio da Montelupo,Montelupo Fiorentino,Italy
AnthonieVanMontfoortBlocklandt,Q2281325,500015653,Anthonie Blocklandt van Montfoort,Montfoort,Netherlands
AnthonisMorVanDashorst,Q176694,500027909,Antonis Mor,Utrecht,Netherlands
PaoloMorando,Q2382158,500008327,Paolo Morando,Verona,Italy
GiovanniBattistaMoroni,Q504949,500011118,Giovanni Battista Moroni,Albino,Italy
JanHarmenszMuller,Q2725591,500015311,Jan Harmensz. Muller,Amsterdam,Netherlands
AgostinoVeneziano,Q2623716,500006613,Agostino Veneziano,Venice,Italy
GirolamoMuziano,Q1333792,500017682,Girolamo Muziano,Brescia,Italy
RobertNanteuil,Q1356084,500023363,Robert Nanteuil,Reims,France
MichelNatalis,Q1176744,500191819,Michel Natalis,Liège,Belgium
CesareNebbia,Q503575,500029229,Cesare Nebbia,Orvieto,Italy
CasparNetscher,Q217715,500019639,Caspar Netscher,Heidelberg,Germany
GiacomoNizzola,Q3805911,500126118,Jacopo da Trezzo,Trezzo sull'Adda,Italy
JeanNocret,Q3173734,500122479,Jean Nocret,Nancy,France
AdamVanNoort,Q351328,500000382,Adam van Noort,Antwerp,Belgium
LambertVanNoort,Q4901800,500003915,Lambert van Noort,Amersfoort,Netherlands
PietroPaoloOlivieri,Q19569719,500030396,Pier Paolo Olivieri,Rome,Italy
GerardVanOpstal,Q673573,500030105,Gerard van Opstal,Brussels,Belgium
OrazioDeFerrari,Q1439681,500001928,Orazio de Ferrari,Voltri,Italy
FrancoisDOrbay,Q1270258,500016748,François d'Orbay,Paris,France
BernaertVanOrley,Q454678,500023119,Bernard van Orley,Brussels,Belgium
HilairePader,Q23770459,500010882,Hilaire Pader,Toulouse,France
BenedettoPagni,Q2895740,500027241,Benedetto Pagni,Pescia,Italy
AndreaPalladio,Q177692,500021650,Andrea Palladio,Padua,Italy
JacopoPalmaIlVecchio,Q9342,500014786,Palma Vecchio,Serina,Italy
JacopoPalmaIlGiovane,Q651795,500027810,Palma il Giovane,Venice,Italy
LeonardoParasole,Q16853931,500102199,Leonardo Parasole,Rome,Italy
BartolomeoPassarotti,Q809512,500026196,Bartolomeo Passarotti,Bologna,Italy
GiovanniFrancescoPenni,Q2327761,500021943,Gianfrancesco Penni,Florence,Italy
LucaPenni,Q3264994,500115489,Luca Penni,Florence,Italy
ClaudePerrault,Q347699,500025641,Claude Perrault,Paris,France
FrancoisPerrier,Q82566,500012811,François Perrier,Pontarlier,France
BaldassarrePeruzzi,Q177213,500030776,Baldassare Peruzzi,Siena,Italy
SimonePeterzano,Q983632,500031140,Simone Peterzano,Bergamo,Italy
Petrarque,Q1401,500323951,Petrarch,Arezzo,Italy
PetrusChristus,Q312616,500032549,Petrus Christus,Baarle,Belgium
GiovanniDiPietro,Q1446925,500004244,Lo Spagna,Perugia,Italy
RogerDePiles,Q941981,500101374,Roger de Piles,Clamecy,France
GermainPilon,Q554943,500029903,Germain Pilon,Paris,France
MarcoPino,Q979474,500000548,Marco Pino,Costalpino,Italy
PaoloPino,Q3362655,500029714,Paolo Pino,Venice,Italy
Pinturicchio,Q5591,500023716,Pinturicchio,Perugia,Italy
SebastianoDelPiombo,Q285423,500032554,Sebastiano del Piombo,Venice,Italy
Pisanello,Q311082,500027080,Pisanello,Pisa,Italy
AndreaPisano,Q311031,500005015,Andrea Pisano,Pontedera,Italy
BonannoPisano,Q892084,500010231,Bonanno Pisano,Pisa,Italy
GiovanniPisano,Q314932,500017740,Giovanni Pisano,Pisa,Italy
NicolaPisano,Q364413,500004862,Nicola Pisano,Foggia,Italy
FraPaolinoDaPistoia,Q3749183,500006999,Fra Paolino da Pistoia,Pistoia,Italy
BonifacioVeronese,Q744747,500014243,Bonifazio Veronese,Verona,Italy
GiovanniBattistaPittoni,Q21540049,500020430,Battista Vicentino,Vicenza,Italy
CornelisVanPoelenburgh,Q247183,500028794,Cornelius van Poelenburgh,Utrecht,Netherlands
AntonioPollaiuolo,Q318640,500013242,Antonio del Pollaiuolo,Florence,Italy
PieroPollaiuolo,Q707046,500011428,Piero del Pollaiuolo,Florence,Italy
AmalteoPomponio,Q598960,500009735,Pomponio Amalteo,Motta di Livenza,Italy
JacquiotPonce,Q3396131,500020052,Ponce Jacquiot,Rethel,France
GiovanniDalPonte,Q2749321,500011206,Giovanni dal Ponte,Florence,Italy
PaulusPontius,Q1854445,500010060,Paulus Pontius,Antwerp,Belgium
Pontormo,Q207929,500008780,Pontormo,Empoli,Italy
GiovanniGiacomoDellaPorta,Q3767365,500034341,Giovanni Giacomo Della Porta,Pỏlezzaygjd,Italy
GiuseppePorta,Q3108131,500025137,Giuseppe Porta,Castelnuovo di Garfagnana,Italy
GuglielmoDellaPorta,Q1623328,500001864,Guglielmo della Porta,Pỏlezzaygjd,Italy
FransPourbusI,Q1445472,500024001,Frans Pourbus the Elder,Bruges,Belgium
PieterPourbus,Q981558,500011430,Pieter Pourbus,Gouda,Netherlands
NicolasPoussin,Q41554,500005036,Nicolas Poussin,Les Andelys,France
CharlesPoerson,Q2960032,500008664,Charles Poerson,Metz,France
AndreaPrevitali,Q1097187,500027274,Andrea Previtali,Berbenno,Italy
FrancescoPrimaticcio,Q333366,500000613,Francesco Primaticcio,Bologna,Italy
CamilloProcaccini,Q366999,500013041,Camillo Procaccini,Parma,Italy
ErcoleProcacciniI,Q3056023,500031975,Ercole Procaccini the Elder,Bologna,Italy
GiulioCesareProcaccini,Q1119589,500017888,Giulio Cesare Procaccini,Bologna,Italy
PierrePuget,Q371979,500014694,Pierre Puget,Marseille,France
Perugin,Q5827,500024544,Pietro Perugino,Città della Pieve,Italy
ErasmusIIQuellinus,Q625228,500117086,Erasmus Quellinus II,Antwerp,Belgium
JacopoDellaQuercia,Q314797,500026501,Jacopo della Quercia,Quercegrossa,Italy
MarcantonioRaimondi,Q728375,500030773,Marcantonio Raimondi,Molinella,Italy
AgostinoRamelli,Q395696,500059977,Agostino Ramelli,Ponte Tresa,Switzerland
BartolommeoRamenghi,Q740807,500015783,Bartolommeo Ramenghi,Bagnacavallo,Italy
GiovanniBattistaRamenghi,Q5880111,500118796,Giovanni Battista Ramenghi,Bagnacavallo,Italy
Pordenone,Q983352,500008696,Il Pordenone,Pordenone,Italy
JusepeDeRibera,Q297838,500008521,Jusepe de Ribera,Xàtiva,Spain
DanieleDaVolterra,Q540489,500115438,Daniele da Volterra,Volterra,Italy
CarloRidolfi,Q776990,500013305,Carlo Ridolfi,Lonigo,Italy
Rembrandt,Q5598,500011051,Rembrandt,Leiden,Netherlands
CesareRipa,Q721704,500236250,Cesare Ripa,Perugia,Italy
JacopoRipanda,Q3157648,500006751,Jacopo Ripanda,Bologna,Italy
JeanPierreRivalz,Q3169711,500085971,Jean-Pierre Rivalz,Labastide-d'Anjou,France
LucaDellaRobbia,Q194977,500009618,Luca della Robbia,Florence,Italy
ErcoleDeRoberti,Q379521,500124891,Ercole de' Roberti,Ferrara,Italy
GiovanniFrancescoRomanelli,Q2983846,500007779,Giovanni Francesco Romanelli,Viterbo,Italy
PaoloRomano,Q2469612,500012570,Paolo Romano,Sezze,Italy
Romanino,Q732766,500025221,Girolamo Romanino,Brescia,Italy
GiulioRomano,Q215305,500115304,Q215305,Rome,Italy
CristoforoRoncalli,Q1091136,500021303,Cristoforo Roncalli,Pomarance,Italy
JeanBaptisteRondelet,Q432786,500034381,Jean-Baptiste Rondelet,Lyon,France
PierreDeRonsard,Q49752,500291216,Pierre de Ronsard,La Possonnière Castle,France
SalvatorRosa,Q359421,500011328,Salvator Rosa,Naples,Italy
CosimoRosselli,Q29447,500028437,Cosimo Rosselli,Florence,Italy
ProperziaDeRossi,Q293106,500082950,Properzia de' Rossi,Bologna,Italy
RossoFiorentino,Q312617,500014451,Rosso Fiorentino,Florence,Italy
MartinoRota,Q1984287,500024754,Martino Rota,Šibenik,Croatia
HansIRottenhammer,Q559004,500010371,Hans Rottenhammer,Munich,Germany
PeterPaulRubens,Q5599,500002921,Peter Paul Rubens,Siegen,Germany
GiovanniFrancescoRustici,Q720384,500026112,Giovanni Francesco Rustici,Florence,Italy
LorenzoSabatini,Q886785,500001193,Lorenzo Sabbatini,Bologna,Italy
AndreaSacchi,Q495008,500022759,Andrea Sacchi,Nettuno,Italy
HansSadeler,Q3161745,500020677,Jan Sadeler,Brussels,Belgium
RaphaelSadeler,Q19569785,500026660,Raphael Sadeler the Elder,Antwerp,Belgium
PieterSaenredam,Q433804,500115526,Pieter Jansz. Saenredam,Assendelft,Netherlands
AndreaSalaino,Q954126,500115891,Salaì,Oreno,Italy
FrancescoSalviati,Q704594,500002852,Francesco Salviati,Florence,Italy
OrazioSammacchini,Q2619534,500001257,Orazio Samacchini,Bologna,Italy
JoachimVonSandrart,Q551624,500014974,Joachim von Sandrart the Elder,Frankfurt,Germany
AntonioDaSangalloIlVecchio,Q456861,500020334,Antonio da Sangallo the Elder,Florence,Italy
BastianoDaSangallo,Q737782,500031757,Bastiano da Sangallo,Florence,Italy
FrancescoDaSangallo,Q2252502,500012142,Francesco da Sangallo,Florence,Italy
GiulianoDaSangallo,Q312365,500023184,Giuliano da Sangallo,Florence,Italy
MicheleSanmicheli,Q459937,500004397,Michele Sanmicheli,Verona,Italy
AndreaSansovino,Q495011,500013215,Andrea Sansovino,Monte San Savino,Italy
GiovanniSanti,Q860949,500007294,Giovanni Santi,Colbordolo,Italy
Raphael,Q5597,500023578,Raphael,Urbino,Italy
JacquesSarazin,Q1347676,500023241,Jacques Sarazin,Noyon,France
AndreaDelSarto,Q5571,500025314,Andrea del Sarto,Florence,Italy
JacobISavery,Q658943,500003277,Jacob Savery,Kortrijk,Belgium
RoelandtSavery,Q142710,500121039,Roelant Savery,Kortrijk,Belgium
LouisSavot,Q25918160,500325544,Louis Savot,Saulieu,France
VincenzoScamozzi,Q309733,500014946,Vincenzo Scamozzi,Vicenza,Italy
CorneilleSchut,Q592396,500029273,Cornelis Schut,Antwerp,Belgium
ChristophSchwarz,Q322029,500030047,Christoph Schwarz,Munich,Germany
JanVanScorel,Q282708,500029872,Jan van Scorel,Schoorl,Netherlands
DanielSeghers,Q928466,500020602,Daniel Seghers,Antwerp,Belgium
GerardSeghers,Q951884,500010809,Gerard Seghers,Antwerp,Belgium
GirolamoDaCarpi,Q2701846,500003965,Girolamo da Carpi,Ferrara,Italy
OttavioSemino,Q3357741,500019381,Ottavio Semini,Genoa,Italy
VincenzoSeregni,Q4013515,500109556,Vincenzo Seregni,Seregno,Italy
SebastianoSerlio,Q452318,500023485,Sebastiano Serlio,Bologna,Italy
CesareDaSesto,Q1056977,500009037,Cesare da Sesto,Sesto Calende,Italy
GirolamoSiciolante,Q2296884,500027383,Girolamo Siciolante da Sermoneta,Sermoneta,Italy
BarnaDaSiena,Q2447325,500004337,Barna da Siena,Siena,Italy
LucaSignorelli,Q7031,500003947,Luca Signorelli,Cortona,Italy
IsraelSilvestre,Q358612,500021067,Israel Silvestre,Nancy,France
FransSnyders,Q29231,500115396,Frans Snyders,Antwerp,Belgium
JanSoens,Q3806935,500001542,Jan Soens,Bois-le-Duc,Netherlands
CristoforoSolari,Q2408409,500014712,Cristoforo Solari,Milan,Italy
AndreaSolario,Q495110,500412762,Andrea Solari,Milan,Italy
RaffaelleSoprani,Q3417351,500090627,Raffaele Soprani,Genoa,Italy
PieterClaeszSoutman,Q577842,500028313,Pieter Soutman,Haarlem,Netherlands
BartolomeoSpani,Q12951031,500334506,Bartolomeo Spani,Reggio Emilia,Italy
BartholomaeusSpranger,Q447682,500018180,Bartholomeus Spranger,Antwerp,Belgium
FrancescoSquarcione,Q380537,500002901,Francesco Squarcione,Padua,Italy
MassimoStanzione,Q982384,500015761,Massimo Stanzione,Frattamaggiore,Italy
GherardoStarnina,Q2254774,500004586,Gherardo Starnina,Florence,Italy
HendrickIVanSteenwijck,Q709038,500014378,Hendrik van Steenwijk I,Kampen,Netherlands
FrancoisStella,Q5493412,500017790,François Stella,Mechelen,Belgium
JacquesStella,Q605799,500116814,Jacques Stella,Lyon,France
SimonStevin,Q23696,500085594,Simon Stevin,Bruges,Belgium
TobiasStimmer,Q677071,500012932,Tobias Stimmer,Schaffhausen,Switzerland
JanVanDerStraet,Q143595,500011304,Stradanus,Bruges,Belgium
Bramantino,Q7799,500005572,Bramantino,Milan,Italy
LambertSustris,Q1357759,500021563,Lambert Sustris,Amsterdam,Netherlands
IsaacClaeszSwanenburgh,Q984253,500016429,Isaac van Swanenburg,Leiden,Netherlands
HermanVanSwanevelt,Q875164,500032980,Herman van Swanevelt,Woerden,Netherlands
InnocenzoTacconni,Q21455299,500010397,Innocenzo Tacconi,Bologna,Italy
Paciotto,Q505652,500010113,Francesco Paciotto,Urbino,Italy
VincenzoTamagni,Q524497,500032065,Vincenzo Tamagni,San Gimignano,Italy
JacopoSansovino,Q202267,500019903,Jacopo Sansovino,Florence,Italy
AntonioTempesta,Q605447,500027888,Antonio Tempesta,Florence,Italy
DavidTeniers,Q335022,500001443,David Teniers the Younger,Antwerp,Belgium
DavidITeniers,Q622729,500021174,David Teniers the Elder,Antwerp,Belgium
GerardTerborch,Q346808,500017511,Gerard ter Borch,Zwolle,Netherlands
PietroTesta,Q2155480,500015047,Pietro Testa,Lucca,Italy
PhilippeThomassin,Q2087745,500059890,Philippe Thomassin,Troyes,France
TheodorVanThulden,Q260817,500001504,Q260817,Bois-le-Duc,Netherlands
DomenicoTibaldi,Q5290131,500005148,Domenico Tibaldi,Bologna,Italy
PellegrinoTibaldi,Q861385,500124327,Pellegrini Tiballdi,Puria,Italy
JacopoTintoretto,Q9319,500011407,Jacopo Tintoretto,Venice,Italy
MariettaTintoretto,Q544173,500024580,Marietta Robusti,Venice,Italy
Titien,Q47551,500031075,Titian,Pieve di Cadore,Italy
FrancescoTorbido,Q1054349,500004923,Francesco Torbido,Venice,Italy
NiccoloTornioli,Q934228,500013710,Niccolò Tornioli,Siena,Italy
JohannesTorrentius,Q2459649,500004977,Johannes van der Beeck,Amsterdam,Netherlands
PietroTorrigiano,Q948332,500017371,Pietro Torrigiano,Florence,Italy
FrancoisTortebat,Q21638792,500111901,Francois Tortebat,Paris,France
NicolasTournier,Q2631153,500004798,Nicolas Tournier,Montbéliard,France
AntonioDaTrento,Q3620374,500020814,Antonio da Trento,Trento,Italy
NiccoloTribolo,Q1360130,500021284,Niccolò Tribolo,Florence,Italy
PaoloUccello,Q192488,500003110,Paolo Uccello,Pratovecchio,Italy
GiovanniDaUdine,Q983350,500004700,Giovanni da Udine,Udine,Italy
PhilippUffenbach,Q319135,500031249,Philipp Uffenbach,Frankfurt,Germany
CarloUrbino,Q2939264,500017137,Carlo Urbino,Crema,Italy
Stradanus,Q143595,500011304,Stradanus,Bruges,Belgium
PieterVanMol,Q1032847,500017956,Pieter van Mol,Antwerp,Belgium
KarelVanManderII,Q3374685,500024975,Karel van Mander the Younger,Kortrijk,Belgium
HubertVanEyck,Q364350,500013023,Hubert van Eyck,Maaseik,Belgium
FrancescoVanni,Q960581,500012526,Francesco Vanni,Siena,Italy
GijsbertVanVeen,Q21855565,500043166,Gijsbert van Veen,Leiden,Netherlands
PieterVanVeen,Q21289685,500069707,Pieter van Veen,Leiden,Netherlands
BenedettoVarchi,Q176833,500327460,Benedetto Varchi,Florence,Italy
JosephVarin,Q51282754,500043105,Joseph Varin,Châlons-en-Champagne,France
GiorgioVasari,Q128027,500017608,Giorgio Vasari,Arezzo,Italy
GiovanniDeVecchi,Q1529507,500000286,Giovanni De Vecchi,Sansepolcro,Italy
CesareVecellio,Q549400,500018010,Cesare Vecellio,Pieve di Cadore,Italy
FrancescoVecellio,Q1743903,500005079,Francesco Vecellio,Pieve di Cadore,Italy
OrazioVecellio,Q7099974,500006561,Orazio Vecellio,Venice,Italy
OttoVanVeen,Q785355,500005170,Otto van Veen,Leiden,Netherlands
AntonioVeneziano,Q2261335,500028372,Antonio Veneziano,Venice,Italy
AgnoloDiVentura,Q374428,500046274,Agnolo di Ventura,Siena,Italy
MarcelloVenusti,Q2716659,500004451,Marcello Venusti,Mazzo di Valtellina,Italy
GiovanniMariaVerdizotti,Q4107591,500012500,Giovanni Maria Verdizotti,Venice,Italy
JanCorneliszVermeyen,Q240396,500000614,Jan Cornelisz Vermeyen,Beverwijk,Netherlands
LiberaleDaVerona,Q1374872,500006509,Liberale da Verona,Verona,Italy
StefanoDaVerona,Q724508,500001660,Stefano da Verona,Verona,Italy
ZenoneVeronese,Q18545599,500006405,Zenone Veronese,Verona,Italy
PaoloVeronese,Q9440,500021218,Paolo Veronese,Verona,Italy
AntonioVerrio,Q2305594,500015643,Antonio Verrio,Lecce,Italy
AndreaVerrocchio,Q183458,500003951,Andrea del Verrocchio,Florence,Italy
HendrickVerschuring,Q1605114,500026782,Hendrik Verschuring,Gorinchem,Netherlands
EneaVico,Q3725198,500011571,Enea Vico,Parma,Italy
ClaudeVignon,Q591684,500008549,Claude Vignon,Tours,France
FrancescoVillamena,Q516452,500006755,Francesco Villamena,Assisi,Italy
LeonardoDaVinci,Q762,500010879,Leonardo da Vinci,Anchiano,Italy
TimoteoViti,Q1709100,500008319,Timoteo Viti,Urbino,Italy
AlessandroVittoria,Q1347426,500025294,Alessandro Vittoria,Trento,Italy
AlviseVivarini,Q1258585,500020645,Alvise Vivarini,Venice,Italy
AntonioVivarini,Q935534,500010947,Antonio Vivarini,Murano,Italy
BartolomeoVivarini,Q456971,500029396,Bartolomeo Vivarini,Venice,Italy
PieterVlerick,Q19883243,500005905,Pieter Vlerick,Kortrijk,Belgium
LucasVorsterman,Q897552,500014123,Lucas Vorsterman the Elder,Zaltbommel,Netherlands
MaertenDeVos,Q555022,500029816,Maerten de Vos,Antwerp,Belgium
SimonVouet,Q317920,500029258,Q317920,Paris,France
AubinVouet,Q2870616,500029914,Aubin Vouet,Paris,France
HansVredemanDeVries,Q944332,500006358,Hans Vredeman de Vries,Leeuwarden,Netherlands
RemyVuibert,Q3456193,500020361,Rémy Vuibert,Rethel,France
JoosVanWassenhove,Q515796,500031220,Justus van Gent,Ghent,Belgium
RogierVanDerWeyden,Q68631,500008384,Rogier van der Weyden,Tournai,Belgium
MichaelWolgemut,Q262771,500031446,Michael Wolgemut,Nuremberg,Germany
BernardoZenale,Q742607,500016586,Bernardo Zenale,Treviglio,Italy
AltichieroDaZevio,Q379567,500018314,Altichiero,Zevio,Italy
MarcoZoppo,Q1369392,500022753,Marco Zoppo,Cento,Italy
FedericoZuccaro,Q345605,500020194,Federico Zuccari,Sant'Angelo in Vado,Italy
TaddeoZuccaro,Q434058,500011296,Taddeo Zuccari,Sant'Angelo in Vado,Italy
GaetanoZumbo,Q547564,500014622,Gaetano Giulio Zumbo,Syracuse,Italy
Alberti,Q3064890,500110643,,,
JacquesAngouleme,Q19597256,500009260,,,
MichelangeloAnselmi,Q577590,500014404,Michelangelo Anselmi,Lucca,Italy
GiuseppeArchimboldo,Q7751,500028171,Giuseppe Arcimboldo,Milan,Italy
DominiqueBachelier,Q3034958,500115811,,,
GiovanniBarile,Q21899339,500085906,,,
TommasoBarlacchi,Q21555335,500043215,,,
Bassano,Q20888877,500051853,,,
VittoreBelliniano,Q4015179,500008895,,,
GianpaoloBonconti,Q99887491,500048779,,,
FrancescoBrambillaIlGiovane,Q3749665,500034824,,,
Buschetto,Q97516526,500033457,,,
PierreDaret,Q2093368,500019399,,,
NicolasDuchesne,Q97696303,500317044,,,
LouisDeFoix,Q124866947,500092121,,,
GabrielHonnet,Q21406128,500110736,,,
CristoforoLombardo,Q60040609,500044528,,,
AntonioMini,Q21710870,500031219,,,
LorenzoNaldini,Q98323508,500323067,,,
AntonioMariaPanico,Q90876960,500017456,,,
EtienneRendu,Q41270999,500050506,,,
Sadeler,Q12050805,500088597,,,
AndreaSguazzella,Q3616052,500021596,,,
GiovanniCesareTesta,Q21523221,500089922,,,
GiuseppeNiccoloVicentino,Q5565479,500327629,,,
