xml_id,birth_place,region1,region2,region,country,country_qid,region_qid,latitude,longitude
DossoDossi,Mirandola,Modène,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GerritDou,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
FrancoisDuQuesnoy,Bruxelles,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
AmbroiseDubois,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
ToussaintDubreuil,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
JacquesDubroeucq,Mons,arrondissement administratif de Mons,Hainaut,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
GaspardDughet,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
KarelDujardin,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
GuillaumeDumee,Fontainebleau,Seine-et-Marne,Île-de-France,France,France,Q142,Q142,47.0,2.0
EtienneDuperac,Bordeaux,Gironde,Nouvelle-Aquitaine,France,France,Q142,Q142,47.0,2.0
AntoineDurand,Toulouse,Haute-Garonne,Occitanie,France,France,Q142,Q142,47.0,2.0
VanDyck,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
AlbrechtDurer,Nuremberg,Moyenne-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
AlbrechtDurerElder,Ajtós,Békés,Hongrie,Hongrie,Hongrie,Q28,Q28,47.0,19.0
JustusVanEgmont,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
FerdinandElle,Malines,arrondissement administratif de Malines,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
AdamElsheimer,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183,51.0,10.0
MarioEquicola,Alvito,province de Frosinone,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
CharlesErrard,Nantes,Loire-Atlantique,Pays de la Loire,France,France,Q142,Q142,47.0,2.0
JeanErrard,Bar-le-Duc,Meuse,Grand Est,France,France,Q142,Q142,47.0,2.0
VanEyck,Maseyk,arrondissement administratif de Maaseik,Limbourg,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
GentileDaFabriano,Fabriano,Ancône,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
PietroFacchetti,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
Filarete,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GiacomoFantoni,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
PaoloFarinati,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
JeanBaptisteDeFaudran,Lambesc,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,France,France,Q142,Q142,47.0,2.0
AndreaFeltrini,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
Gaudenzio,Valduggia,Verceil,Piémont,Piémont,Italie,Q38,Q1216,45.25,7.916666666
FrancescoFerrucci,Fiesole,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
MinoDaFiesole,Poppi,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AmbrogioFigino,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
MasoFiniguerra,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
JacobelloDelFiore,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
StefanoFiorentino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
MaturinoFiorentino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
Baroccio,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
FlaminioVacca,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
FransFlorisI,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
AnnibaleFontana,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
DomenicoFontana,Melide,Cercle de Paradiso,district de Lugano,Suisse,Suisse,Q39,Q39,46.798562,8.231973
LaviniaFontana,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
ProsperoFontana,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
Caradosso,Olgiate Molgora,Lecco,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
VincenzoFoppa,Brescia,Brescia,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
JacquesFouquieres,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PieroDellaFrancesca,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
FrancescoFrancia,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
BattistaFranco,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
ClaudeFrancois,Amiens,Somme,Hauts-de-France,France,France,Q142,Q142,47.0,2.0
FrancoisDerand,Vic-sur-Seille,Moselle,Grand Est,France,France,Q142,Q142,47.0,2.0
SimonFrancois,Tours,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142,47.0,2.0
MartinFreminet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
RolandFreartDeChambray,Le Mans,Sarthe,Pays de la Loire,France,France,Q142,Q142,47.0,2.0
PaulFreartDeChantelou,Le Mans,Sarthe,Pays de la Loire,France,France,Q142,Q142,47.0,2.0
AmbroiseFredeau,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
AndreFelibien,Chartres,Eure-et-Loir,Centre-Val de Loire,France,France,Q142,Q142,47.0,2.0
AgnoloGaddi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GaddoGaddi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
TaddeoGaddi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
FedeGalizia,Trente,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,Q1237,46.383333333,11.416666666
CornelisGalleI,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PhilipGalle,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
Garofalo,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
LucasGassel,Helmond,Brabant-Septentrional,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
BernardinoGatti,Pavie,Pavie,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
PomponioGaurico,Giffoni Valle Piana,province de Salerne,Campanie,Campanie,Italie,Q38,Q1438,40.910555555,14.920555555
GeorgGeldorp,Cologne,district de Cologne,Rhénanie-du-Nord-Westphalie,Allemagne,Allemagne,Q183,Q183,51.0,10.0
ClaudeLorrain,Chamagne,arrondissement d'Épinal,Vosges,France,France,Q142,Q142,47.0,2.0
BartolomeoGenga,Cesena,Forlì-Cesena,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GirolamoGenga,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
ArtemisiaGentileschi,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
AntonioDaFaenza,Faenza,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
BalthazarGerbier,Middelbourg,Middelbourg,Zélande,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
ConradGessner,Zurich,district de Zurich,canton de Zurich,Suisse,Suisse,Q39,Q39,46.798562,8.231973
ConsiglioGherardi,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
LorenzoGhiberti,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
BenedettoGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
DavideGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
DomenicoGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
RidolfoDelGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GiorgioGhisi,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GianelloTorriani,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GiovanniGiocondo,Melide,Cercle de Paradiso,district de Lugano,Suisse,Suisse,Q39,Q39,46.798562,8.231973
Giorgione,Castelfranco Veneto,Trévise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
Giotto,Vicchio,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AgostinoDiGiovanni,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
BertoldoDiGiovanni,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
DarioDiGiovanni,Pordenone,Organisme de décentralisation régionale de Pordenone,Frioul-Vénétie Julienne,Frioul-Vénétie Julienne,Italie,Q38,Q1250,46.1,13.116666666
GiovanniMariaFalconetto,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
GirolamoMacchietti,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
DanielGittard,Blandy,Seine-et-Marne,Île-de-France,France,France,Q142,Q142,47.0,2.0
HendrickGoltzius,Bracht,Brüggen,arrondissement de Viersen,Allemagne,Allemagne,Q183,Q183,51.0,10.0
HubertusGoltzius,Venlo,Limbourg,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
JanGossaert,Maubeuge,arrondissement d'Avesnes-sur-Helpe,Nord,France,France,Q142,Q142,47.0,2.0
HendrickGoudt,La Haye,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
JeanGoujon,Rouen,Seine-Maritime,Normandie,France,France,Q142,Q142,47.0,2.0
AntivedutoGramatica,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
MatthausGreuter,Strasbourg,Bas-Rhin,République française,France,France,Q142,Q142,47.0,2.0
MatthiasGrunewald,Wurtzbourg,Basse-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
RaffaelloGuidi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GuidoReni,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
PaoloGuidotti,Lucques,Lucques,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
FrancoisGuy,Le Puy-en-Velay,Haute-Loire,Auvergne-Rhône-Alpes,France,France,Q142,Q142,47.0,2.0
AdriaenHanneman,La Haye,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
JulesHardouinMansart,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
MaertenVanHeemskerck,Heemskerk,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
JosephHeintz,Bâle,canton de Bâle-Ville,Suisse,Suisse,Suisse,Q39,Q39,46.798562,8.231973
JanSandersVanHemessen,Hemiksem,Hemiksem,arrondissement administratif d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
JanVanDenHoecke,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
JacobHoefnagel,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
HansHolbeinDeElder,Augsbourg,Souabe,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
HansHolbeinDeJonge,Augsbourg,Souabe,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
GerritVanHonthorst,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
InnocenzoFrancucci,Imola,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
AbrahamJanssens,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PieterDeJodeI,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
JacobJordaens,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
FranciscusJunius,Heidelberg,Karlsruhe,Bade-Wurtemberg,Allemagne,Allemagne,Q183,Q183,51.0,10.0
WillemKey,Bréda,Bréda,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
MelchiorIKusel,Augsbourg,Souabe,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
PhilibertDelorme,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142,47.0,2.0
LaurentDeLaHyre,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
AntonioLabacco,Verceil,Verceil,Piémont,Piémont,Italie,Q38,Q1216,45.25,7.916666666
PieterVanLaer,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
RaymondLafage,Lisle-sur-Tarn,Tarn,Occitanie,France,France,Q142,Q142,47.0,2.0
AntoineLafrery,Orgelet,Jura,Bourgogne-Franche-Comté,France,France,Q142,Q142,47.0,2.0
GeorgesLallemand,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142,47.0,2.0
DominiqueLampsonius,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PaoloCamilloLandriani,Ponte in Valtellina,Sondrio,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GiovanniLanfranco,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
NicolasLanglois,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
BernardinoLanino,Mortara,Pavie,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
PieterLastman,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
TommasoLaureti,Palerme,ville métropolitaine de Palerme,Sicile,Sicile,Italie,Q38,Q1460,37.599958333,14.015377777
HansSebaldLautensack,Bamberg,Haute-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
HoraceLeBlanc,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142,47.0,2.0
CharlesLeBrun,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
PierreLeMuet,Dijon,Côte-d'Or,Bourgogne-Franche-Comté,France,France,Q142,Q142,47.0,2.0
AntoineLePautre,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
EustacheLeSueur,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
FrancoisLeVau,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
RemeeVanLeemput,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
JeanLemaire,Dammartin-en-Goële,Seine-et-Marne,Île-de-France,France,France,Q142,Q142,47.0,2.0
JacquesLemercier,Pontoise,Val-d'Oise,Île-de-France,France,France,Q142,Q142,47.0,2.0
LeoneLeoni,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PompeoLeoni,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
HenriLerambert,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
PierreLescot,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
LucasVanLeyden,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
BernardinoLicinio,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
GiulioLicinio,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
PirroLigorio,Naples,ville métropolitaine de Naples,Campanie,Campanie,Italie,Q38,Q1438,40.910555555,14.920555555
JacopoLigozzi,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
FilippinoLippi,Prato,Prato,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
FraFilippoLippi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
NicolasLoir,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
GiovanniPaoloLomazzo,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
LambertLombard,Liège,arrondissement administratif de Liège,Province de Liège,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
AlfonsoLombardi,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GirolamoLombardo,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
OnorioLonghi,Viggiù,province de Varèse,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
AngeloDiLorentino,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AmbrogioLorenzetti,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PietroLorenzetti,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
BattistaLorenzi,Settignano,Florence,ville métropolitaine de Florence,Toscane,Italie,Q38,Q1273,43.45,11.2
Lorenzetto,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AurelioLuini,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
BernardinoLuini,Dumenza,province de Varèse,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
LorenzoLuzzo,Feltre,Belluno,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
AndreLebre,Toulouse,Haute-Garonne,Occitanie,France,France,Q142,Q142,47.0,2.0
CarloMaderno,Capolago,Mendrisio,Cercle du Mendrisio,Suisse,Suisse,Q39,Q39,46.798562,8.231973
AlessandroMaganza,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
GiovanniMaggi,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
Maggiore,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
BenedettoDaMaiano,Maiano,Fiesole,ville métropolitaine de Florence,Toscane,Italie,Q38,Q1273,43.45,11.2
BastianoMainardi,San Gimignano,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
IsaacMajor,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183,51.0,10.0
ulan_500027513,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
CarelVanMander,Meulebeke,Tielt,arrondissement administratif de Tielt,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
BartolomeoManfredi,Ostiano,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
FrancoisMansart,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
GiovanniMansueti,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
AndreaMantegna,Isola Mantegna,Piazzola sul Brenta,Province de Padoue,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
RinaldoMantovano,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
DianaScultoriGhisi,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GiovanniBattistaScultori,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
CarloMaratti,Camerano,Ancône,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
GuillaumeMarcillat,La Châtre,arrondissement de la Châtre,Indre,France,France,Q142,Q142,47.0,2.0
JeanMartin,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
Masaccio,San Giovanni Valdarno,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
MasolinoDaPanicale,Panicale,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280,42.983333333,12.566666666
GirolamoMassei,Lucques,Lucques,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
JacobMatham,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
MicheleDiMatteo,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
MatthijsBril,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
GiovanniAmbrogioMazenta,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
Parmigianino,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GirolamoMazzolaBedoli,Viadana,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
LudovicoMazzolino,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GiuseppeMeda,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
ClaudeMellan,Abbeville,Somme,Hauts-de-France,France,France,Q142,Q142,47.0,2.0
FrancescoMelzi,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
LippoMemmi,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
SimoneMemmi,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
FrancescoMerano,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256,44.45,8.766666666
AntonelloDeMessine,Messine,ville métropolitaine de Messine,Sicile,Sicile,Italie,Q38,Q1460,37.599958333,14.015377777
QuintenMetsys,Louvain,arrondissement administratif de Louvain,Brabant flamand,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
Michelozzo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
MichielJanszVanMiereveld,Delft,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
FransVanMieris,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
NicholasMignard,Troyes,Aube,Grand Est,France,France,Q142,Q142,47.0,2.0
PierreMignard,Troyes,Aube,Grand Est,France,France,Q142,Q142,47.0,2.0
PierreIIMignard,Avignon,Vaucluse,Provence-Alpes-Côte d'Azur,France,France,Q142,Q142,47.0,2.0
FrancescoMochi,Montevarchi,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PierFrancescoMola,Coldrerio,Cercle du Mendrisio,district de Mendrisio,Suisse,Suisse,Q39,Q39,46.798562,8.231973
JoosIIDeMomper,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PierreMonier,Blois,Loir-et-Cher,Centre-Val de Loire,France,France,Q142,Q142,47.0,2.0
JacopoDaMontagnana,montagnana,Province de Padoue,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
BaccioDaMontelupo,Montelupo Fiorentino,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AnthonieVanMontfoortBlocklandt,Montfoort,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
AnthonisMorVanDashorst,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
PaoloMorando,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
GiovanniBattistaMoroni,Albino,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
JanHarmenszMuller,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
AgostinoVeneziano,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
GirolamoMuziano,Brescia,Brescia,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
RobertNanteuil,Reims,Marne,Grand Est,France,France,Q142,Q142,47.0,2.0
MichelNatalis,Liège,arrondissement administratif de Liège,Province de Liège,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
CesareNebbia,Orvieto,province de Terni,Ombrie,Ombrie,Italie,Q38,Q1280,42.983333333,12.566666666
CasparNetscher,Heidelberg,Karlsruhe,Bade-Wurtemberg,Allemagne,Allemagne,Q183,Q183,51.0,10.0
GiacomoNizzola,Trezzo sull’Adda,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
JeanNocret,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142,47.0,2.0
AdamVanNoort,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
LambertVanNoort,Amersfoort,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
